movieId,title,genres
42002,"Producers, The (2005)",Comedy|Musical
42004,Transamerica (2005),Adventure|Comedy|Drama
42007,Rumor Has It... (2005),Comedy|Drama|Romance
42009,Cheaper by the Dozen 2 (2005),Adventure|Comedy
42011,Fun with Dick and Jane (2005),Comedy|Crime
42013,"Ringer, The (2005)",Comedy
42015,Casanova (2005),Action|Adventure|Comedy|Drama|Romance
42018,Mrs. Henderson Presents (2005),Comedy|Drama
42176,"Ear, The (Ucho) (1970)",Drama|Thriller
42191,Luxo Jr. (1986),Animation|Children
42285,"Dentist, The (1996)",Horror|Thriller
42418,"New World, The (2005)",Adventure|Drama|Romance
42422,Voices of a Distant Star (Hoshi no koe) (2003),Animation|Drama|Romance|Sci-Fi
42556,7 Faces of Dr. Lao (1964),Fantasy|Mystery|Western
42559,Samurai Assassin (Samurai) (1965),Action|Adventure|Drama
42602,"Boys of Baraka, The (2005)",Documentary
42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),Crime|Drama|Mystery|Thriller
42638,Grand Theft Parsons (2003),Comedy|Drama
42718,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi
42723,Hostel (2005),Horror
42725,Grandma's Boy (2006),Comedy
42728,Tristan & Isolde (2006),Drama|Romance
42730,Glory Road (2006),Drama
42732,Last Holiday (2006),Comedy
42734,Hoodwinked! (2005),Animation|Children|Comedy
42738,Underworld: Evolution (2006),Action|Fantasy|Horror
42740,Looking for Comedy in the Muslim World (2005),Comedy
42761,Casper Meets Wendy (1998),Adventure|Children|Comedy|Fantasy
42943,Revolution (1985),Adventure|Drama|War
42946,Project A ('A' gai waak) (1983),Action|Comedy
43289,"Bird People in China, The (Chûgoku no chôjin) (1998)",Adventure|Comedy|Drama|Fantasy
43333,Water (2005),Drama|Romance
43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),Drama|War
43396,"World's Fastest Indian, The (2005)",Drama
43419,Bandidas (2006),Action|Comedy|Crime|Western
43460,Tristram Shandy: A Cock and Bull Story (2005),Comedy|Drama
43549,Helter Skelter (2004),Action|Crime|Drama|Horror
43556,Annapolis (2006),Drama
43558,Big Momma's House 2 (2006),Action|Comedy|Crime
43560,Nanny McPhee (2005),Children|Comedy|Fantasy
43677,"Tuskegee Airmen, The (1995)",Drama|War
43679,Final Destination 3 (2006),Horror|Mystery|Thriller
43684,Something New (2006),Comedy|Drama|Romance
43708,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),Comedy|Documentary
43744,Imagine Me & You (2005),Comedy|Drama|Romance
43836,"Pink Panther, The (2006)",Adventure|Comedy|Crime
43869,Curious George (2006),Adventure|Animation|Children|Comedy
43871,Firewall (2006),Crime|Drama|Thriller
43904,When a Stranger Calls (2006),Horror|Thriller
43908,London (2005),Drama
43912,Freedomland (2006),Crime|Drama
43914,Winter Passing (2005),Drama
43917,Eight Below (2006),Action|Adventure|Drama|Romance
43919,Date Movie (2006),Comedy|Romance
43921,Running Scared (2006),Action|Crime|Thriller
43928,Ultraviolet (2006),Action|Fantasy|Sci-Fi|Thriller
43930,Just My Luck (2006),Comedy|Romance
43932,Pulse (2006),Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller
43936,16 Blocks (2006),Crime|Thriller
44004,Failure to Launch (2006),Comedy|Romance
44020,Ultimate Avengers (2006),Action|Animation|Children|Sci-Fi
44022,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy
44189,Ask the Dust (2006),Drama|Romance
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
44193,She's the Man (2006),Comedy|Romance
44195,Thank You for Smoking (2006),Comedy|Drama
44197,Find Me Guilty (2006),Comedy|Crime|Drama
44199,Inside Man (2006),Crime|Drama|Thriller
44204,Tsotsi (2005),Crime|Drama
44225,Aquamarine (2006),Children|Comedy|Fantasy
44238,Leprechaun 2 (1994),Comedy|Fantasy|Horror
44241,Leprechaun 3 (1995),Comedy|Fantasy|Horror
44243,Leprechaun 4: In Space (1997),Comedy|Fantasy|Horror|Sci-Fi
44301,Lights in the Dusk (Laitakaupungin valot) (2006),Crime|Drama
44397,"Hills Have Eyes, The (2006)",Drama|Horror|Thriller
44399,"Shaggy Dog, The (2006)",Adventure|Children|Comedy|Fantasy
44511,Unknown White Male (2005),Documentary
44555,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller
44597,Youth of the Beast (Yaju no seishun) (1963),Action|Crime|Mystery
44613,Take the Lead (2006),Drama
44633,"Devil and Daniel Johnston, The (2005)",Documentary
44657,Mouchette (1967),Drama
44665,Lucky Number Slevin (2006),Crime|Drama|Mystery
44694,Volver (2006),Comedy|Drama
44709,Akeelah and the Bee (2006),Drama
44719,Brainstorm (2001),Drama
44731,Stay Alive (2006),Horror|Sci-Fi|Thriller
44759,Basic Instinct 2 (2006),Crime|Drama|Mystery|Thriller
44761,Brick (2005),Crime|Drama|Film-Noir|Mystery
44773,"Dead Hate the Living!, The (2000)",Comedy|Horror
44777,Evil Aliens (2005),Comedy|Horror|Sci-Fi
44788,This Film Is Not Yet Rated (2006),Documentary
44828,Slither (2006),Comedy|Horror|Sci-Fi
44840,"Benchwarmers, The (2006)",Comedy
44849,Renaissance (2006),Action|Animation|Film-Noir|Sci-Fi|Thriller
44851,Go for Zucker! (Alles auf Zucker!) (2004),Comedy
44864,Friends with Money (2006),Comedy|Drama|Romance
44889,Reefer Madness: The Movie Musical (2005),Comedy|Drama|Musical
44929,Candy (2006),Drama|Romance
44931,Secrets of a Soul (Geheimnisse einer Seele) (1926),Drama
44937,"Child, The (L'enfant) (2005)",Crime|Drama
44943,9/11 (2002),Documentary
44972,Scary Movie 4 (2006),Comedy|Horror
44974,Hard Candy (2005),Drama|Thriller
45028,"Prairie Home Companion, A (2006)",Comedy|Drama|Musical
45062,"Sentinel, The (2006)",Crime|Drama|Thriller
45074,"Wild, The (2006)",Adventure|Animation|Children|Comedy|Fantasy
45081,Silent Hill (2006),Fantasy|Horror|Thriller
45106,American Dreamz (2006),Comedy|Drama
45175,Kinky Boots (2005),Comedy|Drama
45183,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",Action|Comedy|Crime|Thriller
45186,Mission: Impossible III (2006),Action|Adventure|Thriller
45208,RV (2006),Adventure|Children|Comedy
45210,United 93 (2006),Crime|Drama
45221,Stick It (2006),Comedy
45361,"American Haunting, An (2005)",Drama|Horror|Mystery|Thriller
45382,Down in the Valley (2005),Drama|Romance
45431,Over the Hedge (2006),Adventure|Animation|Children|Comedy
45440,Art School Confidential (2006),Comedy|Drama
45442,Poseidon (2006),Action|Adventure|Thriller|IMAX
45447,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
45499,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller
45501,"Break-Up, The (2006)",Comedy|Drama|Romance
45503,Peaceful Warrior (2006),Drama
45517,Cars (2006),Animation|Children|Comedy
45635,"Notorious Bettie Page, The (2005)",Drama
45648,Game 6 (2005),Comedy|Drama
45658,On a Clear Day (2005),Drama
45662,"Omen, The (2006)",Horror|Thriller
45666,Nacho Libre (2006),Comedy
45668,"Lake House, The (2006)",Drama|Fantasy|Romance
45672,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance
45720,"Devil Wears Prada, The (2006)",Comedy|Drama
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy
45726,"You, Me and Dupree (2006)",Comedy
45728,Clerks II (2006),Comedy
45730,Lady in the Water (2006),Drama|Fantasy|Mystery
45732,My Super Ex-Girlfriend (2006),Comedy|Fantasy|Romance
45880,Marie Antoinette (2006),Drama|Romance
45928,Who Killed the Electric Car? (2006),Documentary
45950,"Inconvenient Truth, An (2006)",Documentary
45969,Career Opportunities (1991),Comedy|Romance
46062,High School Musical (2006),Children|Comedy|Drama|Musical|Romance
46105,I Am a Sex Addict (2005),Comedy|Documentary|Romance
46231,Stoned (2005),Drama
46322,Jet Li's Fearless (Huo Yuan Jia) (2006),Action|Drama
46335,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",Action|Crime|Drama|Thriller
46337,Garfield: A Tail of Two Kitties (2006),Animation|Children|Comedy
46347,Metal: A Headbanger's Journey (2005),Documentary
46367,"Public Eye, The (1992)",Crime|Thriller
46530,Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX
46559,"Road to Guantanamo, The (2006)",Drama|War
46572,Edmond (2005),Drama|Thriller
46574,"OH in Ohio, The (2006)",Comedy
46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama
46664,"Fallen Idol, The (1948)",Drama|Mystery|Thriller
46723,Babel (2006),Drama|Thriller
46772,Strangers with Candy (2005),Comedy
46850,Wordplay (2006),Documentary
46855,Army of Shadows (L'armée des ombres) (1969),Action|Drama|Thriller|War
46862,Orchestra Rehearsal (Prova d'orchestra) (1978),Drama
46865,Little Man (2006),Comedy
46948,Monster House (2006),Animation|Children|Fantasy|Mystery
46965,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller
46967,Scoop (2006),Comedy|Fantasy|Mystery
46970,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy
46972,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX
46974,World Trade Center (2006),Drama
46976,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
47044,Miami Vice (2006),Action|Crime|Drama|Thriller
47099,"Pursuit of Happyness, The (2006)",Drama
47122,John Tucker Must Die (2006),Comedy|Romance
47124,"Ant Bully, The (2006)",Adventure|Animation|Children|Comedy|Fantasy|IMAX
47200,Crank (2006),Action|Thriller
47202,"Secret Life of Words, The (2005)",Drama|Romance
47254,Chaos (2005),Action|Crime|Drama|Thriller
47261,"Night Listener, The (2006)",Fantasy|Mystery|Thriller
47382,Step Up (2006),Drama|Romance
47384,Zoom (2006),Adventure|Comedy|Drama|Fantasy
47404,Mind Game (2004),Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi
47423,Half Nelson (2006),Drama
47446,"Moustache, La (2005)",Drama|Mystery|Thriller
47465,Tideland (2005),Drama|Fantasy|Thriller
47491,Adam's Apples (Adams æbler) (2005),Comedy|Drama
47516,Material Girls (2006),Children|Comedy|Drama
47518,Accepted (2006),Comedy
47538,Crime Busters (1977),Action|Adventure|Comedy|Crime
47566,Born to Kill (1947),Crime|Drama|Film-Noir
47610,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance
47629,The Queen (2006),Drama
47640,Beerfest (2006),Comedy
47644,Invincible (2006),Drama
47646,Idlewild (2006),Crime|Drama|Musical
47721,"Red Balloon, The (Ballon rouge, Le) (1956)",Children|Fantasy
47725,Angel-A (2005),Comedy|Drama|Fantasy|Romance
47736,"Chump at Oxford, A (1940)",Comedy
47774,"Icicle Thief, The (Ladri di saponette) (1989)",Comedy|Fantasy
47793,"Puffy Chair, The (2006)",Drama|Romance
47810,"Wicker Man, The (2006)",Horror|Mystery|Thriller
47894,"Wind That Shakes the Barley, The (2006)",Drama|War
47937,Severance (2006),Comedy|Horror|Thriller
47950,Hollywoodland (2006),Crime|Drama|Mystery|Thriller
47952,"Covenant, The (2006)",Action|Horror|Thriller
47970,"Last Kiss, The (2006)",Comedy|Drama
47978,SherryBaby (2006),Drama
47997,Idiocracy (2006),Adventure|Comedy|Sci-Fi|Thriller
47999,Jesus Camp (2006),Documentary|Drama
48001,"Bow, The (Hwal) (2005)",Drama|Romance
48032,"Tiger and the Snow, The (La tigre e la neve) (2005)",Comedy|Drama|Romance|War
48043,"Fountain, The (2006)",Drama|Fantasy|Romance
48045,Fear City: A Family-Style Comedy (La cité de la peur) (1994),Comedy
48082,"Science of Sleep, The (La science des rêves) (2006)",Comedy|Drama|Fantasy|Romance
48142,"Black Dahlia, The (2006)",Crime|Drama|Mystery|Thriller
48150,"Woods, The (2006)",Horror
48161,Gridiron Gang (2006),Drama
48214,Land of Plenty (Angst and Alienation in America) (2004),Drama
48262,"Bridge, The (2006)",Documentary
48304,Apocalypto (2006),Adventure|Drama|Thriller
48319,Flyboys (2006),Action|Adventure|Drama|War
48322,Jackass Number Two (2006),Comedy|Documentary
48326,All the King's Men (2006),Drama
48342,Conversations with Other Women (2005),Comedy|Drama|Romance
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
48412,"Guardian, The (2006)",Action|Adventure|Drama
48414,Open Season (2006),Adventure|Animation|Children|Comedy|IMAX
48416,School for Scoundrels (2006),Comedy|Crime
48516,"Departed, The (2006)",Crime|Drama|Thriller
48518,"Texas Chainsaw Massacre: The Beginning, The (2006)",Horror|Thriller
48520,Employee of the Month (2006),Comedy
48560,Running With Scissors (2006),Comedy|Drama
48593,Man of the Year (2006),Comedy|Thriller
48596,"Marine, The (2006)",Action|Drama|Thriller
48598,Infamous (2006),Drama
48638,Fellini's Casanova (Il Casanova di Federico Fellini) (1976),Drama|Romance
48649,Chapayev (1934),Drama|War
48678,Feast (2005),Action|Comedy|Horror|Thriller
48696,Little Children (2006),Drama|Romance
48698,Deliver Us from Evil (2006),Documentary
48738,"Last King of Scotland, The (2006)",Drama|Thriller
48741,"U.S. vs. John Lennon, The (2006)",Documentary
48744,Shortbus (2006),Comedy|Drama|Romance
48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller
48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
48783,Flags of Our Fathers (2006),Drama|War
48872,13 Tzameti (2005),Film-Noir|Thriller
48877,Saw III (2006),Crime|Horror|Thriller
48879,Catch a Fire (2006),Drama|Thriller
48883,Death of a President (2006),Crime|Drama|Mystery|Thriller
48982,Flushed Away (2006),Animation|Comedy
48997,Perfume: The Story of a Murderer (2006),Crime|Drama|Thriller
49013,"Santa Clause 3: The Escape Clause, The (2006)",Comedy|Fantasy
49110,Mom and Dad Save the World (1992),Comedy|Sci-Fi
49130,"Good Year, A (2006)",Comedy|Drama|Romance
49132,Shut Up & Sing (2006),Documentary
49220,For Your Consideration (2006),Comedy
49263,Fuck (2005),Comedy|Documentary
49265,Shooting Dogs (a.k.a. Beyond the Gates) (2005),Documentary|Drama|War
49272,Casino Royale (2006),Action|Adventure|Thriller
49274,Happy Feet (2006),Adventure|Animation|Children|Comedy|IMAX
49276,Let's Go to Prison (2006),Comedy
49278,Déjà Vu (Deja Vu) (2006),Action|Sci-Fi|Thriller
49280,Bobby (2006),Drama
49284,10 Items or Less (2006),Comedy|Drama|Romance
49286,"Holiday, The (2006)",Comedy|Romance
49314,Harsh Times (2006),Action|Crime|Drama
49347,Fast Food Nation (2006),Drama
49389,The Great Train Robbery (1903),Crime|Western
49396,Tenacious D in The Pick of Destiny (2006),Adventure|Comedy|Musical
49524,"Nativity Story, The (2006)",Drama
49530,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
49647,Charlotte's Web (2006),Children|Comedy|Drama|Fantasy
49649,Eragon (2006),Action|Adventure|Fantasy
49651,Rocky Balboa (2006),Action|Drama
49666,Fur: An Imaginary Portrait of Diane Arbus (2006),Drama|Fantasy|Romance
49688,"Dam Busters, The (1955)",Action|Drama|War
49735,Another Gay Movie (2006),Comedy
49772,"Painted Veil, The (2006)",Drama|Romance
49793,We Are Marshall (2006),Drama
49822,"Good Shepherd, The (2006)",Drama|Thriller
49824,Dreamgirls (2006),Drama|Musical
49910,Freedom Writers (2007),Drama
49917,When the Levees Broke: A Requiem in Four Acts (2006),Documentary
49932,Inland Empire (2006),Drama|Mystery|Thriller
49957,"History Boys, The (2006)",Comedy|Drama
49961,Notes on a Scandal (2006),Drama
50003,DOA: Dead or Alive (2006),Action|Adventure
50005,Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),Action|Drama
50064,"Good German, The (2006)",Drama|Mystery|Thriller
50068,Letters from Iwo Jima (2006),Drama|War
50147,Black Christmas (2006),Action|Horror|Thriller
50158,Stomp the Yard (2007),Drama|Musical
50160,Miss Potter (2006),Drama
50189,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006),Comedy|Romance
50274,Venus (2006),Drama|Romance
50354,The Return of Don Camillo (1953),Comedy
50356,The Little World of Don Camillo (1952),Comedy
50440,Primeval (2007),Horror|Thriller
50442,Alpha Dog (2007),Crime|Drama
50445,"Hitcher, The (2007)",Action|Horror|Thriller
50514,After the Wedding (Efter brylluppet) (2006),Drama
50601,Bridge to Terabithia (2007),Adventure|Children|Fantasy
50610,Beer League (2006),Comedy
50613,Dead Meat (2004),Horror
50658,49 Up (2005),Documentary
50685,Waitress (2007),Comedy|Drama|Romance
50740,Seven Up! (1964),Documentary
50792,Catch and Release (2006),Comedy|Drama|Romance
50794,Smokin' Aces (2006),Action|Crime|Drama|Thriller
50796,Blood and Chocolate (2007),Drama|Fantasy|Horror|Romance
50798,Epic Movie (2007),Adventure|Comedy
50800,"Messengers, The (2007)",Drama|Horror|Thriller
50802,Because I Said So (2007),Comedy|Drama|Romance
50804,Hannibal Rising (2007),Drama|Horror|Thriller
50806,Norbit (2007),Comedy|Romance
50842,"Boss of It All, The (Direktøren for det hele) (2006)",Comedy|Drama
50851,Cocaine Cowboys (2006),Documentary
50872,Ratatouille (2007),Animation|Children|Drama
50912,"Paris, I Love You (Paris, je t'aime) (2006)",Romance
50923,"Astronaut Farmer, The (2007)",Drama
50942,"Wake Up, Ron Burgundy (2004)",Comedy
50954,It's a Boy Girl Thing (2006),Comedy|Romance
50999,"Ugly Duckling and Me!, The (2006)",Animation|Comedy
51024,The Odyssey (1997),Adventure|Drama|Fantasy
51037,Unknown (2006),Drama|Mystery|Thriller
51077,Ghost Rider (2007),Action|Fantasy|Thriller
51080,Breach (2007),Drama|Thriller
51082,Tyler Perry's Daddy's Little Girls (2007),Comedy|Romance
51084,Music and Lyrics (2007),Comedy|Romance
51086,"Number 23, The (2007)",Drama|Mystery|Thriller
51088,Reno 911!: Miami (2007),Comedy
51091,Black Snake Moan (2006),Drama
51167,My Father and My Son (Babam ve oglum) (2005),Drama
51174,Factory Girl (2006),Drama
51255,Hot Fuzz (2007),Action|Comedy|Crime|Mystery
51314,Golden Door (Nuovomondo) (2006),Adventure|Drama|Romance
51357,Citizen X (1995),Crime|Drama|Thriller
51412,Next (2007),Action|Sci-Fi|Thriller
51471,Amazing Grace (2006),Drama|Romance
51498,2001 Maniacs (2005),Comedy|Horror
51540,Zodiac (2007),Crime|Drama|Thriller
51545,Pusher III: I'm the Angel of Death (2005),Action|Comedy|Drama|Horror|Thriller
51562,Babylon 5: The Gathering (1993),Sci-Fi
51573,Meshes of the Afternoon (1943),Fantasy
51575,Wild Hogs (2007),Adventure|Comedy
51662,300 (2007),Action|Fantasy|War|IMAX
51666,"Abandoned, The (2006)",Horror|Mystery|Thriller
51694,Starter for 10 (2006),Drama|Romance
51698,"Last Mimzy, The (2007)",Adventure|Children|Sci-Fi
51705,Priceless (Hors de prix) (2006),Comedy|Romance
51709,"Host, The (Gwoemul) (2006)",Comedy|Drama|Horror|Sci-Fi|Thriller
51834,Becoming Jane (2007),Drama|Romance
51884,"Namesake, The (2006)",Drama|Romance
51903,I Think I Love My Wife (2007),Comedy|Drama|Romance
51925,Premonition (2007),Drama|Fantasy|Mystery|Thriller
51927,Dead Silence (2007),Horror|Mystery|Thriller
51931,Reign Over Me (2007),Drama
51933,Pride (2007),Drama
51935,Shooter (2007),Action|Drama|Thriller
51937,"Hills Have Eyes II, The (2007)",Horror|Thriller
51939,TMNT (Teenage Mutant Ninja Turtles) (2007),Action|Adventure|Animation|Children|Comedy|Fantasy
52042,Black Book (Zwartboek) (2006),Drama|Thriller|War
52241,"Lookout, The (2007)",Crime|Drama|Thriller
52245,Blades of Glory (2007),Comedy|Romance
52279,Are We Done Yet? (2007),Comedy
52281,Grindhouse (2007),Action|Crime|Horror|Sci-Fi|Thriller
52283,"Reaping, The (2007)",Horror|Thriller
52287,Meet the Robinsons (2007),Action|Adventure|Animation|Children|Comedy|Sci-Fi
52299,American Hardcore (2006),Documentary
52319,Inglorious Bastards (Quel maledetto treno blindato) (1978),Action|Adventure|Drama|War
52328,Sunshine (2007),Adventure|Drama|Sci-Fi|Thriller
52375,"Hoax, The (2007)",Crime|Drama
52435,How the Grinch Stole Christmas! (1966),Animation|Comedy|Fantasy|Musical
52458,Disturbia (2007),Drama|Thriller
52462,Aqua Teen Hunger Force Colon Movie Film for Theaters (2007),Action|Adventure|Animation|Comedy|Fantasy|Mystery|Sci-Fi
52579,"Vie en Rose, La (Môme, La) (2007)",Drama|Musical
52604,Fracture (2007),Crime|Drama|Mystery|Thriller
52644,Vacancy (2007),Horror|Thriller
52668,In the Land of Women (2007),Comedy|Drama|Romance
52694,Mr. Bean's Holiday (2007),Comedy
52712,"Invisible, The (2007)",Crime|Drama|Fantasy|Mystery|Thriller
52715,Kickin It Old Skool (2007),Comedy
52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX
52724,Lucky You (2007),Comedy|Drama
52730,It's a Very Merry Muppet Christmas Movie (2002),Children|Comedy
52767,21 Up (1977),Documentary
52784,Sharkwater (2006),Documentary
52831,Maniac Cop (1988),Action|Crime|Horror|Thriller
52867,"Ex, The (2007)",Comedy|Romance
52885,Paprika (Papurika) (2006),Animation|Mystery|Sci-Fi
52950,Day Watch (Dnevnoy dozor) (2006),Action|Fantasy|Horror|Thriller
52952,This Is England (2006),Drama
52967,Away from Her (2006),Drama
52973,Knocked Up (2007),Comedy|Drama|Romance
52975,Hairspray (2007),Comedy|Drama|Musical
53000,28 Weeks Later (2007),Horror|Sci-Fi|Thriller
53022,Wheels on Meals (Kuai can che) (1984),Action|Comedy|Crime|Romance
53024,Jonestown: The Life and Death of Peoples Temple (2006),Documentary
53121,Shrek the Third (2007),Adventure|Animation|Children|Comedy|Fantasy
53123,Once (2006),Drama|Musical|Romance
53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy
53127,Bug (2007),Drama|Horror|Thriller
53129,Mr. Brooks (2007),Crime|Drama|Thriller
53138,"Librarian: Return to King Solomon's Mines, The (2006)",Action|Adventure|Fantasy
53140,"Librarian: Quest for the Spear, The (2004)",Action|Adventure|Comedy|Fantasy|Romance
53143,Fay Grim (2006),Action|Thriller
53161,"I'm a Cyborg, But That's OK (Saibogujiman kwenchana) (2006)",Comedy|Drama|Romance|Sci-Fi
