userId,movieId,tag,timestamp
474,7219,truckers,1138039826
474,7234,circus,1137206103
474,7256,mountain climbing,1138039857
474,7285,adolescence,1138039837
474,7301,priest,1137521429
474,7301,religion,1137521429
474,7318,religion,1138039757
474,7323,Cold War,1138039614
474,7361,memory,1137205808
474,7371,Grace,1137205800
474,7382,adolescence,1138039629
474,7382,crime,1138039629
474,7438,revenge,1137205948
474,7440,Holocaust,1142279175
474,7451,High School,1137205962
474,7479,World War II,1138039893
474,7493,multiple personalities,1138039850
474,7572,cancer,1137181595
474,7584,Hepburn and Tracy,1138039906
474,7584,marriage,1138039906
474,7614,Rogers and Hammerstein,1138040199
474,7618,biopic,1137201647
474,7618,In Netflix queue,1137201648
474,7619,blindness,1138040167
474,7619,deaf,1138040171
474,7646,Stephen King,1137374860
474,7649,space station,1138039958
474,7700,In Netflix queue,1137201116
474,7705,Hepburn and Tracy,1137521641
474,7705,sports,1137521641
474,7713,sexuality,1138040011
474,7714,King Arthur,1138039998
474,7728,adultery,1138040205
474,7748,In Netflix queue,1137202002
474,7766,MacBeth,1138040268
474,7789,terrorism,1138039932
474,7792,In Netflix queue,1137200939
474,7831,Nick and Nora Charles,1137201638
474,7832,Nick and Nora Charles,1137201717
474,7833,Nick and Nora Charles,1137201661
474,7834,Nick and Nora Charles,1137200666
474,7835,Nick and Nora Charles,1137201747
474,7924,In Netflix queue,1137201677
474,7926,In Netflix queue,1137179753
474,7932,Amtrak,1137271192
474,7932,Homeless,1137271192
474,7932,independent,1137271192
474,7932,New York,1137271192
474,7932,Sundance award winner,1137271191
474,7932,Train,1137271192
474,7934,psychology,1138040275
474,7981,police,1138040118
474,7983,show business,1138039989
474,8011,politics,1143998541
474,8014,In Netflix queue,1137200544
474,8019,remade,1138040062
474,8033,In Netflix queue,1137200492
474,8094,In Netflix queue,1137179631
474,8153,Van Gogh,1137375419
474,8167,swashbuckler,1138040004
474,8183,In Netflix queue,1137201001
474,8188,Not available from Netflix,1137179956
474,8190,In Netflix queue,1137201864
474,8191,Anne Boleyn,1138039949
474,8197,In Netflix queue,1137202144
474,8207,assassination,1138040067
474,8228,heist,1138040147
474,8235,Clock,1137202793
474,8266,Prince,1137375433
474,8275,In Netflix queue,1137201789
474,8337,military,1138039993
474,8338,convent,1138039973
474,8338,religion,1138039973
474,8341,Dickens,1137200651
474,8360,ogres,1138040236
474,8366,pregnancy,1138040220
474,8366,religion,1138040220
474,8368,Magic,1137202784
474,8368,Wizards,1137202784
474,8375,politics,1137375412
474,8376,high school,1138040176
474,8379,In Netflix queue,1137200899
474,8382,death,1137375392
474,8424,divorce,1138040077
474,8446,World War II,1137375442
474,8463,deafness,1138040133
474,8464,food,1138040254
474,8464,McDonalds,1138040254
474,8507,circus,1138040090
474,8530,Ireland,1138040071
474,8580,fairy tales,1137201021
474,8580,In Netflix queue,1137201021
474,8607,In Netflix queue,1137201077
474,8609,In Netflix queue,1137179727
474,8622,politics,1138040083
474,8622,terrorism,1138040083
474,8636,Doc Ock,1137202798
474,8638,generation X,1138039967
474,8645,drugs,1138040155
474,8645,immigrants,1138040155
474,8695,court,1137375369
474,8714,Cole Porter,1137375425
474,8754,Oscar (Best Actress),1142282521
474,8765,In Netflix queue,1137179707
474,8784,psychology,1138040105
474,8796,Rome,1137375385
474,8809,Australia,1138040052
474,8827,Stand Up,1138039969
474,8838,In Netflix queue,1137179758
474,8874,zombies,1138040225
474,8875,alcoholism,1138040042
474,8875,marriage,1138040042
474,8879,Agatha Christie,1145755135
474,8879,Oscar (Best Supporting Actress),1145755138
474,8879,train,1145755140
474,8880,disability,1138040162
474,8914,time travel,1138040211
474,8920,Oscar (Best Actress),1142282522
474,8938,parenthood,1138040262
474,8938,psychology,1138040262
474,8943,stage,1137375373
474,8949,wine,1138040242
474,8950,psychology,1138040138
474,8951,abortion,1138040272
474,8958,biopic,1138040214
474,8961,Disney,1138040115
474,8961,superhero,1138040115
474,8970,Peter Pan,1138040086
474,8979,Hearst,1137521449
474,8983,martial arts,1138040109
474,8998,In Netflix queue,1137179738
474,9018,journalism,1138040046
474,25753,gold,1139940948
474,25825,revenge,1137205843
474,25841,show business,1138040249
474,25855,In Netflix queue,1137179637
474,25865,In Netflix queue,1137201652
474,25886,made me cry,1137206038
474,25940,mirrors,1137521290
474,25952,In Netflix queue,1137179713
474,26085,Not available from Netflix,1137179665
474,26131,In Netflix queue,1137200982
474,26151,donkey,1145749895
474,26242,In Netflix queue,1137179570
474,26662,anime,1138040136
474,26776,In Netflix queue,1137179786
474,27731,In Netflix queue,1137201122
474,27741,In Netflix queue,1137179587
474,27790,religion,1138040326
474,27790,saints,1138040326
474,27820,Animal movie,1138040358
474,27820,camels,1138040358
474,27834,fatherhood,1138040348
474,27838,revenge,1137205953
474,27878,India,1138038974
474,27882,surfing,1139939407
474,30707,boxing,1138040320
474,30749,genocide,1137205917
474,30793,roald dahl,1138038979
474,30812,biopic,1138038949
474,30812,Howard Hughes,1138038949
474,30812,movie business,1138038949
474,30820,child abuse,1137206121
474,30822,busniess,1137205938
474,30850,Shakespeare,1137181555
474,31030,motherhood,1138040311
474,31437,orphans,1138040341
474,31658,06 Oscar Nominated Best Movie - Animation,1145451856
474,31658,In Netflix queue,1137201531
474,31903,marriage,1138040364
474,31923,In Netflix queue,1137200865
474,32160,In Netflix queue,1137179674
474,32371,In Netflix queue,1137202044
474,32582,birds,1138804206
474,32582,parrots,1138804206
474,32584,fatherhood,1138038959
474,33154,business,1137766122
474,33154,money,1137766122
474,33154,scandal,1137766123
474,33166,racism,1138038982
474,33493,space,1137206087
474,33493,space opera,1137206087
474,33660,boxing,1137201602
474,34271,hip hop,1141848751
474,34359,pregnancy,1138040301
474,34405,Firefly,1137181624
474,34437,In Netflix queue,1137179720
474,34482,In Netflix queue,1137202180
474,34528,pregnancy,1139693892
474,34542,Animal movie,1138039000
474,34542,bears,1138039000
474,35015,Animal movie,1137180081
474,35015,In Netflix queue,1137202200
474,36517,Africa,1139234947
474,36517,business,1139234947
474,36517,politics,1139234947
474,36527,mathematics,1137201998
474,36535,In Netflix queue,1137201162
474,37240,In Netflix queue,1138804230
474,37729,06 Oscar Nominated Best Movie - Animation,1139059938
474,37733,In Netflix queue,1137200955
474,37736,Dickens,1139940656
474,37741,Truman Capote,1142996187
474,38038,06 Oscar Nominated Best Movie - Animation,1139664190
474,38038,Aardman,1139664221
474,38061,In Netflix queue,1137179624
474,38886,divorce,1145451837
474,39234,courtroom drama,1140576326
474,39234,In Netflix queue,1137202089
474,39292,In Netflix queue,1137201595
474,39292,journalism,1137201595
474,39292,McCarthy hearings,1137201595
474,39292,Morrow,1137201595
474,40583,In Netflix queue,1137200527
474,40629,In Netflix queue,1137179797
474,40815,Magic,1137202776
474,40815,Wizards,1137202776
474,40819,Johnny Cash,1137200595
474,41566,C.S. Lewis,1137181617
474,41997,In Netflix queue,1137179603
474,42002,In Netflix queue,1137202150
474,42740,In Netflix queue,1138804237
477,32,Brad Pitt,1242494310
477,32,Bruce Willis,1242494306
477,32,mindfuck,1242494321
477,32,Post apocalyptic,1242494300
477,32,post-apocalyptic,1242494300
477,32,remake,1242494315
477,32,time travel,1242494304
477,32,twist ending,1242494302
477,34,villain nonexistent or not needed for good story,1244787845
477,104,Adam Sandler,1244787691
477,216,Adam Sandler,1244787718
477,216,stop looking at me swan,1244787726
477,318,Morgan Freeman,1244566076
477,541,androids,1262795764
477,541,artificial intelligence,1262795769
477,541,atmospheric,1262795768
477,541,cyberpunk,1262795770
477,541,future,1262795772
477,541,mindfuck,1262795778
477,541,Philip K. Dick,1262795776
477,589,Scifi masterpiece,1201166474
477,593,disturbing,1241396359
477,593,drama,1241396391
477,593,gothic,1241396378
477,593,psychology,1241396367
477,593,suspense,1241396389
477,733,Michael Bay,1241938858
477,733,terrorism,1241938853
477,750,black comedy,1242494959
477,750,dark comedy,1242494953
477,750,satire,1242494951
477,832,GIVE ME BACK MY SON!,1269832636
477,832,It was melodramatic and kind of dumb,1269832633
477,832,Mel Gibson,1269832629
477,903,Alfred Hitchcock,1242577125
477,903,Atmospheric,1242577135
477,903,imdb top 250,1242577117
477,903,James Stewart,1242577112
477,904,imdb top 250,1242577077
477,904,James Stewart,1242577056
477,904,mystery,1242577064
477,904,photographer,1242577068
477,904,photography,1242577070
477,908,Alfred Hitchcock,1242577097
477,908,imdb top 250,1242577100
477,922,eerie,1245030098
477,922,movie business,1245030089
477,1089,humorous,1242494883
477,1089,neo-noir,1242494879
477,1089,Quentin Tarantino,1242494874
477,1089,religion,1242494896
477,1089,Tarantino,1242494887
477,1196,classic,1262795806
477,1196,George Lucas,1262795793
477,1196,Harrison Ford,1262795792
477,1196,music,1262795815
477,1196,original plot,1262795808
477,1196,sci-fi,1262795797
477,1196,sequel,1262795800
477,1219,Alfred Hitchcock,1242577153
477,1219,black and white,1242577173
477,1219,imdb top 250,1242577161
477,1219,remade,1242577165
477,1222,anti-war,1242494925
477,1274,animation,1244787931
477,1274,anime,1244787929
477,1274,visually stunning,1244787944
477,2393,cameo:Whoopi Goldberg,1242278473
477,2393,space opera,1242278463
477,2393,Star Trek,1242278464
477,2694,Adam Sandler,1244787788
477,2706,best comedy,1244707216
477,2706,Chris Klein,1244707221
477,2706,dumb,1244707211
477,2706,Jason Biggs,1244707223
477,2706,not funny,1244707227
477,2706,pizza beer,1244707207
477,2706,Seann William Scott,1244707224
477,2706,teen,1244707202
477,2761,animation,1244787872
477,3000,adventure,1241396438
477,3000,atmospheric,1241396434
477,3000,fantasy world,1241396427
477,3000,Studio Ghibli,1241396420
477,3000,surreal,1241396422
477,3527,aliens,1278683918
477,3527,Arnold Schwarzenegger,1269832592
477,3527,dialogue,1269832605
477,3527,guns,1278683912
477,3527,Jesse Ventura,1269832593
477,3527,macho,1269832597
477,3527,sci-fi,1269832609
477,3527,scifi cult,1269832612
477,3994,atmospheric,1241396301
477,3994,comics,1241396280
477,3994,father-son relationship,1241396313
477,3994,mindfuck,1241396308
477,3994,unique,1241396293
477,4226,mystery,1256051072
477,4226,twist ending,1256051079
477,4454,claymation,1245030193
477,4454,creativity,1245030187
477,4454,dystopia,1245030190
477,4454,free to download,1245030175
477,4454,imagination,1245030178
477,4454,no dialogue,1245030196
477,4454,social commentary,1245030185
477,4725,mental hospital,1252820163
477,4725,psychology,1252820170
477,4725,suspense,1252820168
477,4725,Well Done,1252820180
477,4878,dreamlike,1242494462
477,4878,hallucinatory,1242494486
477,4878,mental illness,1242494483
477,4878,psychology,1242494469
477,4878,social commentary,1242494478
477,4878,teen,1242494496
477,4878,thought-provoking,1242494462
477,5459,crappy sequel,1262795620
477,5459,first was much better,1262795632
477,5459,sequel,1262795653
477,7361,cult film,1242494340
477,7361,imagination,1256051047
477,7361,Jim Carrey,1242494357
477,7361,love,1256051045
477,7361,surreal,1256051041
477,7439,comic book,1201196824
477,8783,Atmospheric,1242580424
477,8783,good soundtrack,1242580444
477,8783,M. Night Shyamalan,1242580441
477,8961,animation,1244789192
477,8961,Samuel L. Jackson,1244789197
477,41569,big budget,1262795959
477,42422,love,1252377761
477,45499,Halle Berry,1262795979
477,45499,Hugh Jackman,1262795972
477,45730,bad,1242580531
477,45730,disappointing,1242580521
477,45730,faerie tale,1242580526
477,45730,fairy tale,1242580523
477,45730,far fetched,1242580497
477,45730,M. Night Shyamalan,1242580504
477,45730,Paul Giamatti,1242580508
477,47610,costume drama,1242580608
477,47610,Edward Norton,1242580578
477,47610,magic,1242580595
477,47610,Paul Giamatti,1242580580
477,52885,dreamlike,1256051008
477,53468,zombies,1254101434
477,54503,friendship,1244566102
477,54503,high school,1244566117
477,54503,Michael Cera,1244566094
477,54503,nerds,1244566133
477,54503,self discovery,1244566119
477,54503,shenanigans,1244566122
477,54503,virginity,1244566127
477,55167,anime,1282924582
477,56174,alone in the world,1262795676
477,56174,apocalypse,1262795677
477,56174,based on a book,1262795681
477,56174,last man on earth,1262795684
477,56174,plot holes,1262795671
477,56174,Post apocalyptic,1262795695
477,56174,post-apocalyptic,1262795699
477,56174,religion,1262795669
477,56174,vampire,1262795702
477,56367,Michael Cera,1244566158
477,56367,notable soundtrack,1244566156
477,56367,pregnancy,1244566154
477,56367,teenage pregnancy,1244566153
477,56367,witty,1244566176
477,57669,black comedy,1269832562
477,57669,Colin Farrell,1269832561
477,57669,dark comedy,1269832559
477,57669,drugs,1269832564
477,57669,friendship,1269832567
477,57669,irreverent,1269832579
477,57669,Ralph Fiennes,1269832572
477,57669,stylized,1269832574
477,59141,movies about movies,1241396155
477,60069,last man on earth,1241396252
477,60069,love story,1241396256
477,60069,Post apocalyptic,1241396239
477,60069,social commentary,1241396236
477,61323,Brad Pitt,1269832483
477,61323,Coen Bros,1269832486
477,61323,Coen Brothers,1269832484
477,61323,dark comedy,1269832488
477,61323,espionage,1269832491
477,61323,George Clooney,1269832490
477,61323,John Malkovich,1269832492
477,61323,satire,1269832497
477,61323,twists & turns,1269832504
477,61323,weird,1269832501
477,62336,2D animation,1282924611
477,62336,cult film,1282924621
477,62336,stylish,1282924615
477,62336,surreal,1282924617
477,66934,joss whedon,1244788368
477,66934,Nathan Fillion,1244788378
477,66934,Neil Patrick Harris,1244788374
477,66934,parody,1244788359
477,67087,Andy Samberg,1269833868
477,67087,bromance,1269833887
477,67087,bromantic,1269833884
477,67087,comedy,1269833878
477,67087,Jaime Pressly,1269833873
477,67087,Jason Segel,1269833863
477,67087,masculinity,1269833871
477,67087,Paul Rudd,1269833866
477,68237,2001-like,1252898614
477,68237,Sci-fi,1252898620
477,68237,solitude,1252898625
477,68319,bad plot,1262795886
477,68319,comic book,1241938912
477,68319,hugh jackman,1262795892
477,68319,Ryan Reynolds,1262795891
477,68319,too many characters,1241941484
477,68358,future,1245030304
477,68358,lack of development,1262795924
477,68358,lack of story,1262795926
477,68358,quick cuts,1245030309
477,68358,sci-fi,1262795933
477,68358,Simon Pegg,1245030316
477,68358,space,1262795932
477,68358,space travel,1262795931
477,68358,time travel,1262795929
477,68791,artificial intelligence,1262795849
477,68791,bad acting,1262795862
477,68791,bad plot,1262795842
477,68791,bad script,1262795859
477,68791,Christian Bale,1262795846
477,68791,FIGHTING THE SYSTEM,1262795852
477,68791,franchise,1262795875
477,68791,new composer,1243401981
477,68791,post-apocalyptic,1262795854
477,68791,robots,1243401992
477,68791,sci-fi,1262795871
477,68791,sequel,1262795873
477,68945,Recap,1246349071
477,69526,bad plot,1262795720
477,69526,Michael Bay,1262795729
477,69526,needed more autobots,1246346162
477,69526,plot holes,1262795732
477,69526,ridiculous,1262795737
477,69526,Shia LaBeouf,1246346172
477,69526,stop using useless characters for filler,1246346159
477,69757,artistic,1279956134
477,69757,Funny,1279956141
477,69757,humorous,1279956124
477,69757,inspiring,1279956130
477,69757,intelligent,1279956132
477,69757,quirky,1279956145
477,69757,romance,1279956123
477,69757,Zooey Deschanel,1279956120
477,70286,intelligent sci-fi,1250476969
477,72224,bad humor,1296891269
477,72998,bad science,1262707524
477,72998,futuristic,1262707531
477,72998,graphic design,1262707532
477,72998,James Cameron,1262707536
477,72998,military,1262707534
477,72998,poor dialogue,1262707537
477,72998,sci-fi,1262707551
477,72998,superficial plot,1262707525
477,72998,unoriginal,1262794416
477,72998,white guilt,1262707542
477,79132,dreamlike,1280608188
477,79132,surreal,1280608178
477,79132,visually appealing,1280608181
477,79702,geeky,1282923864
477,79702,Michael Cera,1282923853
477,79702,stylized,1282923856
477,79702,video games,1282923860
477,82242,male nudity,1293690470
477,82461,action choreography,1296891206
477,82461,Horrid characterisation,1296891200
477,82461,Poor plot development,1296891195
477,82461,sequel,1296891202
477,82461,soundtrack,1296891203
487,112552,passion,1429347541
487,112552,psychological,1429347541
487,112552,suspense,1429347541
506,112552,jazz,1424487178
506,112552,music,1424487178
506,112552,tense,1424487178
509,80834,adventure,1435992979
509,80834,animation,1435992979
509,80834,fantasy,1435992979
513,750,purity of essence,1159980456
513,750,Slim Pickens,1159980456
513,6787,Deep Throat,1159980769
520,3039,Dan Aykroyd,1326608424
520,60516,enjoyable,1326610782
533,356,bubba gump shrimp,1424753866
533,356,lieutenant dan,1424753866
533,356,stupid is as stupid does,1424753866
537,527,based on a true story,1424142072
537,527,biography,1424142112
537,527,disturbing,1424142113
537,527,holocaust,1424142110
537,1625,Mystery,1424141701
537,1721,romance,1424141922
537,2329,edward norton,1424141449
537,2329,emotional,1424141459
537,2329,politics,1424141461
537,2571,philosophy,1424141098
537,2571,post apocalyptic,1424141101
537,3949,depressing,1424141547
537,3949,psychology,1424141551
537,5989,cheating,1424139697
537,5989,intelligent,1424139627
537,5989,Leonardo DiCaprio,1424139605
537,5989,lies,1424139629
537,5989,smart,1424139670
537,5989,Tom Hanks,1424139608
537,5989,twists & turns,1424139659
537,8533,memory loss,1424141963
537,8533,romance,1424141953
537,8533,sad,1424141974
537,55765,corruption,1424139519
537,55765,Denzel Washington,1424139515
537,55765,mafia,1424139559
537,55765,organized crime,1424139529
537,58295,heist,1424139043
537,58295,robbery,1424139058
537,58295,small time criminals,1424139056
537,69122,casino,1424140307
537,69122,comedy,1424140299
537,69122,funny,1424140317
537,69122,hotel,1424140308
537,69122,Las Vegas,1424140298
537,69481,war,1424144802
537,72998,beautiful scenery,1424140229
537,72998,graphic design,1424140242
537,72998,music,1424140259
537,72998,politics,1424140263
537,72998,romance,1424140252
537,72998,thought-provoking,1424140286
537,72998,too long,1424140237
537,72998,visually stunning,1424140233
537,79132,big budget,1424140151
537,79132,clever,1424140142
537,79132,complicated,1424140133
537,79132,dead wife,1424140200
537,79132,great soundtrack,1424140118
537,79132,heist,1424140154
537,79132,intellectual,1424140159
537,79132,mindfuck,1424140185
537,79132,philosophy,1424140124
537,79132,psychological,1424140165
537,79132,psychology,1424140162
537,79132,suspense,1424140144
537,79132,thought-provoking,1424140130
537,80489,crime,1424139483
537,80489,FBI,1424139489
537,80489,romance,1424139421
537,80489,too much love interest,1424139454
537,80906,business,1424461859
537,80906,corruption,1424461848
537,80906,economics,1424461852
537,80906,investor corruption,1424461854
537,80906,politics,1424461849
537,80906,truth,1424461857
537,89745,Captain America,1424140576
537,89745,silly,1424140613
537,89745,superhero,1424140571
537,89745,superhero team,1424140598
537,90439,bank,1424141059
537,90439,big corporations,1424138651
537,90439,business,1424138635
537,90439,corruption,1424138654
537,90439,financial crisis,1424138667
537,90439,Kevin Spacey,1424138645
537,90439,realistic,1424138641
537,90439,suspense,1424141005
537,90439,Wall Street,1424141052
537,92259,emotional,1424141413
537,92259,sexuality,1424141386
537,95067,interesting scenario,1424140932
537,95441,crude humor,1424140358
537,97304,cia,1424138568
537,97304,politics,1424138581
537,97304,Thrilling,1424138560
537,99114,Soundtrack,1424140415
537,104218,Adam Sandler,1424317302
537,104841,cliche characters,1424140813
537,104841,long shots,1424140806
537,104841,predictable,1424140784
537,104841,Simple,1424140794
537,104841,slow action,1424140827
537,104841,visually appealing,1424140838
537,105504,hostage,1424141178
537,105504,ocean,1424141170
537,105504,suspense,1424141149
537,106782,Stock Market,1424142693
537,106782,Wall Street,1424142688
543,85565,Comedy,1377022063
567,1,fun,1525286013
567,101,off-beat comedy,1525287216
567,101,quirky,1525287214
567,308,cynical,1525287798
567,356,bittersweet,1525287545
567,356,emotional,1525287537
567,356,heartwarming,1525287541
567,356,touching,1525287539
567,541,atmospheric,1525286590
567,541,dreamlike,1525286588
567,541,existentialism,1525286583
567,541,philosophical,1525286586
567,750,black comedy,1525287727
567,750,dark comedy,1525287724
567,750,Quirky,1525287729
567,1203,claustrophobic,1525283652
567,1203,confrontational,1525283610
