salesorderid,orderqty,salesorderdetailid,unitprice,specialofferid,modifieddate,rowguid,productid,unitpricediscount
43667,1,79,2024.994,1,2011-05-31 00:00:00,14a291b7-6e23-4afd-aec3-4f29c007a766,778,0
43667,1,80,2024.994,1,2011-05-31 00:00:00,151ddee1-4345-427b-b285-7b0040621dd8,775,0
43668,3,81,874.794,1,2011-05-31 00:00:00,10a9a123-e763-4933-917b-0e48d3ec48e5,756,0
43668,2,82,2146.962,1,2011-05-31 00:00:00,e5037fac-fb6f-4408-9edb-8a58875656d2,753,0
43668,7,83,419.4589,1,2011-05-31 00:00:00,9597c1cd-e8ee-4605-8080-32d4dbda3f2c,760,0
43668,6,84,419.4589,1,2011-05-31 00:00:00,cc2e1b7e-a197-45b1-8b44-59bf44c42f5e,765,0
43668,6,85,28.8404,1,2011-05-31 00:00:00,ec1a080e-1ecb-4009-a121-2f276f1140ff,715,0
43668,6,86,183.9382,1,2011-05-31 00:00:00,cc0d5135-f25e-4e2c-9214-e8920c3a546c,730,0
43668,2,87,20.1865,1,2011-05-31 00:00:00,c0517f7a-8994-470a-bf62-d7d653972f2a,707,0
43668,2,88,20.1865,1,2011-05-31 00:00:00,e58d966c-6d4b-4561-bc5b-e33e0ea0a163,711,0
43668,2,89,874.794,1,2011-05-31 00:00:00,9bad45eb-afeb-43f9-a177-34244054541c,754,0
43668,4,90,5.1865,1,2011-05-31 00:00:00,b5a65d6e-f32d-4cd2-be44-d3556c6a2414,712,0
43668,2,91,183.9382,1,2011-05-31 00:00:00,45306430-002a-4de2-bad0-2c6c6cbec132,729,0
43668,3,92,874.794,1,2011-05-31 00:00:00,2daa6e00-061f-4140-8670-9d69814ab376,755,0
43668,3,93,419.4589,1,2011-05-31 00:00:00,ba19a0fb-b083-4e8f-81b7-2659ae3d78c3,761,0
43668,2,94,419.4589,1,2011-05-31 00:00:00,a28b50ef-e8fb-47cf-9760-a6294ee742d2,770,0
43668,3,95,183.9382,1,2011-05-31 00:00:00,02f2d90d-7996-4720-9236-61281487c037,726,0
43668,2,96,419.4589,1,2011-05-31 00:00:00,fffb02e3-1b08-44a7-8dc4-1ee6b24253d4,764,0
43668,2,97,419.4589,1,2011-05-31 00:00:00,b21f0ec7-4b3b-43ef-a6f9-dc2f4ca1b71a,766,0
43668,2,98,183.9382,1,2011-05-31 00:00:00,0aaad124-8c88-4b30-9533-65399b6390e2,725,0
43668,1,99,28.8404,1,2011-05-31 00:00:00,7c20e15e-66c1-45fa-a10f-c495ddb52bf4,716,0
43668,2,100,419.4589,1,2011-05-31 00:00:00,4f461faf-5b23-41d9-893c-29217619d968,768,0
43668,4,101,356.898,1,2011-05-31 00:00:00,2b30fa74-cd55-431b-85dc-5466e4462075,732,0
43668,6,102,874.794,1,2011-05-31 00:00:00,1a0c02ec-9944-4d42-9f4a-e72d5eb74fdf,758,0
43668,4,103,419.4589,1,2011-05-31 00:00:00,ee1766a8-7f9c-4ecc-83a9-685a428bd0a4,762,0
43668,3,104,178.5808,1,2011-05-31 00:00:00,0235b672-1323-482a-b435-d300c37fd7b8,738,0
43668,4,105,28.8404,1,2011-05-31 00:00:00,f5f6f45d-091a-43c8-9513-f600354527a1,714,0
43668,3,106,178.5808,1,2011-05-31 00:00:00,ca82fe43-5c94-4c25-8587-8e7ff1708fa5,722,0
43668,1,107,20.1865,1,2011-05-31 00:00:00,bf5b072f-c7bd-4620-90c8-012a6ef5c55a,708,0
43668,3,108,356.898,1,2011-05-31 00:00:00,fc48a9b5-c89f-4a53-a19a-5e74cc439c6a,733,0
43668,3,109,419.4589,1,2011-05-31 00:00:00,b5f560e3-0046-4c92-8432-463c146b81db,763,0
43669,1,110,714.7043,1,2011-05-31 00:00:00,3c261d27-41f1-4ff6-b6bc-07e6e32b4988,747,0
43670,1,111,5.7,1,2011-05-31 00:00:00,9c7fc079-cbdc-4ce9-b1dd-2411fb25005e,710,0
43670,2,112,5.7,1,2011-05-31 00:00:00,174a4afd-391e-4c67-b99b-20bcff9fa93d,709,0
43670,2,113,2039.994,1,2011-05-31 00:00:00,3907992f-1bb0-4bef-a8d0-eb6e33a46528,773,0
43670,1,114,2024.994,1,2011-05-31 00:00:00,7e07b269-8004-418e-a426-a38b3526e467,776,0
43671,1,115,2146.962,1,2011-05-31 00:00:00,a5364026-d1fb-4887-bed0-e233e2316510,753,0
43671,2,116,28.8404,1,2011-05-31 00:00:00,b2d524c2-0c33-4c04-9836-93d23662d67b,714,0
43671,1,117,874.794,1,2011-05-31 00:00:00,676d1168-fa50-4002-b270-c004798ce5d1,756,0
43671,2,118,419.4589,1,2011-05-31 00:00:00,a3451590-e39e-4295-b4e3-67aec866b094,768,0
43671,2,119,356.898,1,2011-05-31 00:00:00,f7b65be8-fa28-4ed0-a6a0-01b06564cfd6,732,0
43671,2,120,419.4589,1,2011-05-31 00:00:00,179fef04-b571-4367-ab1c-3ed7494f3f14,763,0
43671,2,121,874.794,1,2011-05-31 00:00:00,ffd63000-e820-4e44-a0cd-1ea625968afd,755,0
43671,2,122,419.4589,1,2011-05-31 00:00:00,86542670-8958-4cb1-8030-c0c215f2229d,764,0
43671,1,123,28.8404,1,2011-05-31 00:00:00,0f4fa390-33f3-4da0-8843-ef161817ee08,716,0
43671,1,124,20.1865,1,2011-05-31 00:00:00,5cc761a2-8346-40c9-8a4e-498696a55d8f,711,0
43671,1,125,20.1865,1,2011-05-31 00:00:00,ae8ede9e-ca24-40b3-8ebc-cf1afd8625bd,708,0
43672,6,126,5.7,1,2011-05-31 00:00:00,a05a6b28-3361-4f44-8e68-28a1cdbb002c,709,0
43672,2,127,2024.994,1,2011-05-31 00:00:00,4fcf9fc7-3b29-41d0-8bac-e022bd06ba93,776,0
43672,1,128,2039.994,1,2011-05-31 00:00:00,cc644e9e-cf75-444a-9ffb-ddbf8c51fbe9,774,0
43673,1,129,874.794,1,2011-05-31 00:00:00,01bf67d4-7c0a-46ce-abba-bf7b5a1a2839,754,0
43673,3,130,28.8404,1,2011-05-31 00:00:00,44fdf641-6a4c-48e2-87ae-07ed0a23e8ba,715,0
43673,1,131,183.9382,1,2011-05-31 00:00:00,4bda1e7f-6edc-486a-8d4d-804bf7bf1a94,729,0
43673,2,132,419.4589,1,2011-05-31 00:00:00,02f37962-1ad2-4c91-9d8d-77804492b1ab,761,0
43673,1,133,419.4589,1,2011-05-31 00:00:00,01a7cf79-d5ed-4beb-b64a-415732985a02,762,0
43673,2,134,178.5808,1,2011-05-31 00:00:00,b8457b55-6d5b-4ebb-bc76-97b0dd1bb06e,738,0
43673,2,135,419.4589,1,2011-05-31 00:00:00,a0c653cd-2225-48f7-b816-bfaf7e324754,770,0
43673,1,136,5.1865,1,2011-05-31 00:00:00,9fc18f07-e341-40df-a970-26752b606309,712,0
43673,2,137,20.1865,1,2011-05-31 00:00:00,be1941fa-f4b9-4791-9fa0-3c48925ecefd,708,0
43673,1,138,20.1865,1,2011-05-31 00:00:00,d7c72328-8839-443f-8508-592598fdd16c,711,0
43673,4,139,20.1865,1,2011-05-31 00:00:00,ac5123f3-3719-4802-9a72-d9a90c721e60,707,0
43674,3,140,874.794,1,2011-05-31 00:00:00,6c8ce125-f119-4ec1-beb4-9691793f2601,758,0
43675,4,141,419.4589,1,2011-05-31 00:00:00,850e56a8-ef75-4486-aa0f-94585ecc6beb,761,0
43675,5,142,20.1865,1,2011-05-31 00:00:00,3f9005f6-3445-4886-8f71-59314ffba07c,711,0
43675,2,143,178.5808,1,2011-05-31 00:00:00,7be016fc-8cf7-4c1e-b6fb-ec394ce3c7bd,738,0
43675,1,144,20.1865,1,2011-05-31 00:00:00,cb747bfe-926f-4b38-8c41-513d06697b76,708,0
43675,2,145,419.4589,1,2011-05-31 00:00:00,a57ced82-d45a-4111-8ab6-6e7e8434f422,762,0
43675,2,146,874.794,1,2011-05-31 00:00:00,f7f26129-64f3-44d8-838b-c05cd2072625,758,0
43675,2,147,5.1865,1,2011-05-31 00:00:00,848d1513-da43-403e-a44e-689243ae72e0,712,0
43675,1,148,874.794,1,2011-05-31 00:00:00,a674f133-2554-43a8-925d-551a1a077da9,754,0
43675,3,149,28.8404,1,2011-05-31 00:00:00,08ed740b-4f35-4666-bdf5-40f55a10f75b,715,0
43676,2,150,2024.994,1,2011-05-31 00:00:00,95f26303-015e-4965-ba70-08755928f169,776,0
43676,2,151,2024.994,1,2011-05-31 00:00:00,fc88b691-b298-4e79-8db7-9237c3740899,778,0
43676,1,152,5.7,1,2011-05-31 00:00:00,fd6828e3-d826-4a94-aa38-d335f8477c21,710,0
43676,3,153,2024.994,1,2011-05-31 00:00:00,c1ca1727-c82a-487c-b045-49a3c86b90aa,775,0
43676,4,154,5.7,1,2011-05-31 00:00:00,0b8af7e6-0a3b-4647-aa80-943059f6323c,709,0
43677,3,155,28.8404,1,2011-05-31 00:00:00,95c0da8c-02d3-43bc-b1d8-2f4aba311f4e,715,0
43677,1,156,2146.962,1,2011-05-31 00:00:00,58401596-2f02-49ad-9396-0e3029a85916,753,0
43677,1,157,874.794,1,2011-05-31 00:00:00,ba0904a3-12d4-4624-8db1-175bef162cdb,758,0
43677,1,158,419.4589,1,2011-05-31 00:00:00,edb27438-6a31-4305-b518-025286423736,770,0
43677,2,159,20.1865,1,2011-05-31 00:00:00,a415fa0d-0ed3-42fb-9748-634d849c225d,708,0
43677,4,160,419.4589,1,2011-05-31 00:00:00,78e46982-36a1-40e9-9cc9-bdcfc70331ce,760,0
43677,2,161,419.4589,1,2011-05-31 00:00:00,1a09403c-906a-4983-bc06-2f7ea446b979,765,0
43677,1,162,419.4589,1,2011-05-31 00:00:00,8b1f1a3a-f984-4335-bd39-65e4d221109b,763,0
43677,5,163,5.1865,1,2011-05-31 00:00:00,b47395e9-3033-48d6-9915-f7e8831c81a5,712,0
43677,1,164,20.1865,1,2011-05-31 00:00:00,bbd4b811-9a75-4e74-a514-37b5d381a632,707,0
43677,1,165,874.794,1,2011-05-31 00:00:00,26ba33d4-048c-482a-a88f-22f9416abf28,754,0
43677,2,166,183.9382,1,2011-05-31 00:00:00,8a03105c-b8e7-42f6-bb0d-548d63448237,729,0
43678,1,167,419.4589,1,2011-05-31 00:00:00,df2c294e-a488-445a-9f6c-e7daec39ff2a,760,0
43678,2,168,178.5808,1,2011-05-31 00:00:00,4bd4dad2-921f-4948-9732-b052b0296aa6,738,0
43678,1,169,419.4589,1,2011-05-31 00:00:00,ff26342b-d08e-4597-b38a-8bad5e6fd8f4,765,0
43678,2,170,356.898,1,2011-05-31 00:00:00,3f3663ad-9896-4f7c-a894-66b88a814fb8,732,0
43678,3,171,419.4589,1,2011-05-31 00:00:00,eb3b01cf-3994-47f6-9cc6-1c1e5a108713,762,0
43678,2,172,419.4589,1,2011-05-31 00:00:00,0cf44a8c-4fd3-42e5-8a33-5c0f277e6f3d,761,0
43678,3,173,5.1865,1,2011-05-31 00:00:00,83d229dc-f929-4ede-a995-18bc2ee28837,712,0
43678,4,174,20.1865,1,2011-05-31 00:00:00,82e7aea7-b1d2-41fe-9d9f-c58317880c0b,708,0
43678,2,175,183.9382,1,2011-05-31 00:00:00,271f7b7f-5cde-4a2b-a08a-9a9d19fa9b2c,729,0
43678,1,176,874.794,1,2011-05-31 00:00:00,19e8e894-fcad-4957-9105-b507986835eb,756,0
43678,2,177,183.9382,1,2011-05-31 00:00:00,177faa4c-3945-4c64-ad0f-7482f58b1334,725,0
43678,1,178,28.8404,1,2011-05-31 00:00:00,5c5cbe97-ad6f-49aa-a13c-81e9d8bced1d,716,0
43678,1,179,419.4589,1,2011-05-31 00:00:00,5de88b13-970c-4952-a220-430e1f3d698f,770,0
43678,2,180,874.794,1,2011-05-31 00:00:00,fcfe9bd3-775e-4be8-8819-376247a7aa81,758,0
43678,2,181,28.8404,1,2011-05-31 00:00:00,ae21d8b7-da24-4cfe-abd8-0f958f55c21b,715,0
43678,1,182,874.794,1,2011-05-31 00:00:00,3305d8db-86d4-4903-8f1a-9fcb0400edbb,754,0
43678,1,183,874.794,1,2011-05-31 00:00:00,c317c204-0b62-473e-b22f-f6d4cae92a5f,755,0
43678,3,184,20.1865,1,2011-05-31 00:00:00,9d04ab4c-d575-433e-93ac-86710b01c1c6,711,0
43678,1,185,20.1865,1,2011-05-31 00:00:00,bf77c9dc-b87b-4d59-9254-90f253565b94,707,0
43679,1,186,419.4589,1,2011-05-31 00:00:00,6e15e57e-bdfb-449b-b9c7-1098ba1847d2,760,0
43679,2,187,419.4589,1,2011-05-31 00:00:00,ba6cf32e-516e-4dd0-af76-3beb187e00e0,770,0
43679,2,188,28.8404,1,2011-05-31 00:00:00,e8cc5a8b-64ea-4960-89da-b0311fccf466,715,0
43680,3,189,419.4589,1,2011-05-31 00:00:00,ff64f75f-6155-481f-90ae-e0a58951730a,760,0
43680,2,190,874.794,1,2011-05-31 00:00:00,588f4bd2-503e-4c5e-a238-a4fbc0eb5721,756,0
43680,2,191,178.5808,1,2011-05-31 00:00:00,52c07533-50a5-4990-8c60-dfea1247e077,738,0
43680,4,192,20.1865,1,2011-05-31 00:00:00,96203912-d86b-4c18-a998-aab68ce5043a,707,0
43680,1,193,183.9382,1,2011-05-31 00:00:00,7d35e4cd-3e70-41c4-9424-2040650fbfa3,729,0
43680,1,194,20.1865,1,2011-05-31 00:00:00,755ef279-905d-4e8b-bb4c-d07dd94375ac,711,0
43680,2,195,28.8404,1,2011-05-31 00:00:00,53a1485e-f5ed-4f00-bdb5-d78dc1be5979,715,0
43680,2,196,183.9382,1,2011-05-31 00:00:00,cb1eac62-9af1-48a2-99c8-793ec80655e7,725,0
43680,1,197,874.794,1,2011-05-31 00:00:00,fcfee92f-52fb-44b9-94cd-7521bb9b7602,758,0
43680,1,198,419.4589,1,2011-05-31 00:00:00,e02e4bf2-6f80-49a6-98e9-d7ef636bf41d,761,0
43680,2,199,2146.962,1,2011-05-31 00:00:00,92c650a7-ca27-4772-8d98-0118e041cdc8,753,0
43680,2,200,20.1865,1,2011-05-31 00:00:00,52fe0899-b483-4785-9e6c-a53c30d44308,708,0
43680,3,201,419.4589,1,2011-05-31 00:00:00,a26f7edb-1dc8-4c90-9dec-cc8525b03698,765,0
43680,3,202,5.1865,1,2011-05-31 00:00:00,8528be39-bff3-434e-881b-785401bc4a2e,712,0
43680,1,203,419.4589,1,2011-05-31 00:00:00,98629492-e799-4b02-9197-a67bb63213d7,763,0
43681,6,204,28.8404,1,2011-05-31 00:00:00,ce38c822-bc86-4b0f-9870-aa084354634e,715,0
43681,5,205,419.4589,1,2011-05-31 00:00:00,f16dfe80-78e8-4398-9c84-e31915ee382c,762,0
43681,1,206,356.898,1,2011-05-31 00:00:00,73dfb8c4-49d4-45f2-a630-d6c561818d8d,732,0
43681,1,207,20.1865,1,2011-05-31 00:00:00,2fa998ea-1100-4e10-9206-7788e28b3e19,707,0
43681,1,208,183.9382,1,2011-05-31 00:00:00,4c46a2f0-3039-40bf-8703-c390f0c36730,729,0
43681,2,209,20.1865,1,2011-05-31 00:00:00,0f5a66b3-82dd-4fb4-bad1-523c66b5f395,708,0
43681,3,210,419.4589,1,2011-05-31 00:00:00,0610ebc9-f8a2-455d-91dc-c3d7ea30a15d,770,0
43681,2,211,183.9382,1,2011-05-31 00:00:00,d594026b-43a6-4904-8fb3-642196ec1a1a,730,0
43681,3,212,874.794,1,2011-05-31 00:00:00,e09bdaa5-b643-4e8d-8c2a-28fd1cb8df9d,758,0
43681,1,213,419.4589,1,2011-05-31 00:00:00,db1cc906-c552-4830-bd2d-04f5736860c9,768,0
43681,2,214,419.4589,1,2011-05-31 00:00:00,d7650ff3-61c0-457b-9ee3-e294f0115b67,761,0
43681,2,215,178.5808,1,2011-05-31 00:00:00,947fd975-6080-4114-a1d4-fba59042770e,738,0
43681,1,216,2146.962,1,2011-05-31 00:00:00,8b3b06ad-03c8-4768-966b-b57409ff8728,753,0
43681,2,217,28.8404,1,2011-05-31 00:00:00,c5c5f68f-27ca-476a-b7eb-3219359119c0,714,0
43681,2,218,419.4589,1,2011-05-31 00:00:00,2d9b98b0-7b7a-4a09-86a4-7221b6a26035,764,0
43681,2,219,419.4589,1,2011-05-31 00:00:00,7cb7aae5-2225-4abe-b968-e9859a8f7d19,760,0
43681,1,220,874.794,1,2011-05-31 00:00:00,23807036-8978-4372-95e7-fc58e00b7d42,756,0
43681,2,221,28.8404,1,2011-05-31 00:00:00,b321c72f-8374-48f2-b640-844d13d181d6,716,0
43681,2,222,20.1865,1,2011-05-31 00:00:00,dcf47f5b-b191-4cd8-bf03-0241e0100333,711,0
43681,1,223,183.9382,1,2011-05-31 00:00:00,71cac584-7515-44f0-84ad-fe088a2db851,725,0
43681,2,224,5.1865,1,2011-05-31 00:00:00,f4809618-0c2e-40e9-a14d-27710628ff0e,712,0
43682,2,225,874.794,1,2011-05-31 00:00:00,4526787e-4df0-49b5-8226-e934dfbf8e3e,758,0
43682,1,226,419.4589,1,2011-05-31 00:00:00,3ba9b6e0-f663-4751-8c0d-8b98775b13be,762,0
43682,2,227,419.4589,1,2011-05-31 00:00:00,bd2aa9fa-894a-4533-9a6d-19d37ddd9ec1,760,0
43682,2,228,419.4589,1,2011-05-31 00:00:00,ec3f3939-8ef8-4f77-9882-0605d95f5a4a,770,0
43682,1,229,28.8404,1,2011-05-31 00:00:00,add336c0-7322-40ec-b4e2-527f9abf37cc,715,0
43683,2,230,2024.994,1,2011-05-31 00:00:00,02170c53-a0b1-407a-a4e9-b1b56990cbd1,776,0
43683,2,231,28.8404,1,2011-05-31 00:00:00,9b0e81d0-a201-4978-9fdf-b1e0b06a2d74,715,0
43683,2,232,2039.994,1,2011-05-31 00:00:00,379224d7-9625-4d4b-9166-f6a432cef432,773,0
43683,1,233,2039.994,1,2011-05-31 00:00:00,21cfe6f5-c590-4d50-9a48-eec6dd8726fd,774,0
43683,1,234,20.1865,1,2011-05-31 00:00:00,77959ba9-fe57-42fb-af0c-b6e75ecea04c,708,0
43683,2,235,20.1865,1,2011-05-31 00:00:00,890d5e35-90f5-4234-8070-854d56899685,711,0
43683,3,236,5.1865,1,2011-05-31 00:00:00,8fe0a019-6e0d-4e48-bd48-b63e7e6b8c13,712,0
43683,4,237,2024.994,1,2011-05-31 00:00:00,f95d4e30-97d7-450a-8750-24fb78ffbacb,775,0
43683,6,238,2024.994,1,2011-05-31 00:00:00,3632de7c-c76a-402b-9ad2-4ca9685842bf,777,0
43683,1,239,2039.994,1,2011-05-31 00:00:00,b16340fd-66ff-42c6-900c-fb4c9defaa39,772,0
43683,3,240,20.1865,1,2011-05-31 00:00:00,b2f1a4e4-b716-4dae-ad20-9af4ccb5dbfc,707,0
