salesorderid,orderqty,salesorderdetailid,unitprice,specialofferid,modifieddate,rowguid,productid,unitpricediscount
43867,1,710,20.1865,1,2011-07-01 00:00:00,6d022e59-297b-49df-a3a3-444078c3cada,707,0
43867,2,711,2024.994,1,2011-07-01 00:00:00,ee7a195a-cf31-47e3-b40c-b8ff6e581f6c,778,0
43867,4,712,5.1865,1,2011-07-01 00:00:00,ccb3f9d9-ef2a-4bba-a037-60ac3c256501,712,0
43867,2,713,714.7043,1,2011-07-01 00:00:00,a1976472-71b0-499e-b14e-d994f65ce126,743,0
43867,1,714,722.5949,1,2011-07-01 00:00:00,eb6e9914-d5c5-412f-8649-0bee8c9cb36a,748,0
43867,3,715,722.5949,1,2011-07-01 00:00:00,79ed447c-52b6-45e4-af36-c6cc3a71315b,742,0
43867,2,716,818.7,1,2011-07-01 00:00:00,3183e1c7-36d9-499c-a7c5-4f3fc3b015d1,741,0
43867,2,717,2024.994,1,2011-07-01 00:00:00,c18b8608-6245-42c7-a044-8c40dfcfec1e,777,0
43867,1,718,28.8404,1,2011-07-01 00:00:00,9d306251-aa48-4feb-bf4d-ec584249bd69,716,0
43868,1,719,2146.962,1,2011-07-01 00:00:00,b4216317-7422-4e6f-9cf0-8d688ac2c9cc,749,0
43869,1,720,714.7043,1,2011-07-01 00:00:00,cb4d6478-1556-453d-b352-ffa69f974b78,747,0
43869,5,721,2024.994,1,2011-07-01 00:00:00,4f909248-84ab-4a68-8b78-8857b41c410b,775,0
43869,2,722,2024.994,1,2011-07-01 00:00:00,1107bcc6-56d7-46f6-8a96-8c518d6069b7,777,0
43869,2,723,809.76,1,2011-07-01 00:00:00,8d663eaa-ae44-4f5b-be78-205b4af8a574,745,0
43869,5,724,2039.994,1,2011-07-01 00:00:00,746400c9-16ef-42ec-b77f-3f8824db5887,771,0
43869,4,725,2039.994,1,2011-07-01 00:00:00,1d507da1-1377-4118-bcda-47074d9711dd,772,0
43869,1,726,714.7043,1,2011-07-01 00:00:00,165acb41-594f-4c5e-a91d-4bd7bf550e5e,743,0
43869,1,727,2039.994,1,2011-07-01 00:00:00,4de3f9e9-5450-432e-83da-f50a98313c61,774,0
43869,5,728,2024.994,1,2011-07-01 00:00:00,3e790bb7-1fa7-47ca-add3-f5a1d2a72f3f,778,0
43869,2,729,722.5949,1,2011-07-01 00:00:00,1f61b66a-dac3-42f4-b3ab-6914ace0b9f3,742,0
43870,3,730,419.4589,1,2011-07-01 00:00:00,242e16ec-c772-4ae5-bc77-2b01c90c436a,760,0
43870,2,731,419.4589,1,2011-07-01 00:00:00,a637b4a9-13a4-4ab7-a132-f6a94ffae4bc,762,0
43870,3,732,28.8404,1,2011-07-01 00:00:00,eb5311ba-fb8c-424b-8f04-f0d1aadf5b51,715,0
43870,3,733,419.4589,1,2011-07-01 00:00:00,34fb2977-9ca0-467b-ab3f-d95962c1cea9,770,0
43870,1,734,874.794,1,2011-07-01 00:00:00,0d246c86-f0cc-4c9e-b086-8fd904a85a97,758,0
43871,1,735,5.1865,1,2011-07-01 00:00:00,ccbfef26-ac3f-4ee0-8113-d1dbbbf385c5,712,0
43871,1,736,419.4589,1,2011-07-01 00:00:00,9e0c85d6-3160-446b-988c-922442530e52,761,0
43871,2,737,183.9382,1,2011-07-01 00:00:00,55b5eac9-5981-4c46-b950-c9ee0540a3aa,729,0
43871,2,738,20.1865,1,2011-07-01 00:00:00,76a897fa-6be2-4ba8-bf24-9eba910fee38,707,0
43871,1,739,874.794,1,2011-07-01 00:00:00,a73711e1-c582-4675-94d5-181f237c573c,758,0
43871,1,740,183.9382,1,2011-07-01 00:00:00,a7c02c07-db4c-46d7-8927-493d1acd903d,725,0
43871,1,741,419.4589,1,2011-07-01 00:00:00,f3999c15-04e0-46ed-bf13-bb205698505d,762,0
43871,2,742,28.8404,1,2011-07-01 00:00:00,9437caa8-bc2b-407f-b386-b4a28c4ffd22,715,0
43871,3,743,874.794,1,2011-07-01 00:00:00,3a7a7418-9ee6-4f00-b1e3-774326b9057b,754,0
43871,1,744,2146.962,1,2011-07-01 00:00:00,85d5206d-3673-4ad7-9b52-8b6e41d0e216,753,0
43871,4,745,20.1865,1,2011-07-01 00:00:00,7b5e55aa-2a0a-411c-be67-6b38db6c0f45,708,0
43871,2,746,419.4589,1,2011-07-01 00:00:00,e9832041-8aeb-44c1-b6ce-6078b5858f9c,760,0
43871,3,747,419.4589,1,2011-07-01 00:00:00,a01f6861-8525-42c8-9084-8fd4fe330eda,770,0
43871,4,748,20.1865,1,2011-07-01 00:00:00,44adac7b-1460-4a1a-a94b-7540e2ffa2f0,711,0
43872,1,749,419.4589,1,2011-07-01 00:00:00,e19e3afc-f172-4c3e-8382-48a04fc3cbd3,763,0
43872,1,750,20.1865,1,2011-07-01 00:00:00,7807b4f7-733f-41b8-9a22-5432dec425e7,708,0
43872,3,751,874.794,1,2011-07-01 00:00:00,215164b8-7d93-497b-a748-fa62cc92b76e,758,0
43872,2,752,874.794,1,2011-07-01 00:00:00,6f80c7f8-5d18-44ab-8b18-d8426b561c1e,756,0
43872,1,753,419.4589,1,2011-07-01 00:00:00,677d3b69-afd8-47eb-8c70-c3c566382d96,765,0
43872,2,754,20.1865,1,2011-07-01 00:00:00,765bc32b-9218-4cb2-975c-69b13d1a3760,711,0
43872,4,755,20.1865,1,2011-07-01 00:00:00,f68c8b60-34a1-4a52-b8e4-f35acf60bc8a,707,0
43872,2,756,183.9382,1,2011-07-01 00:00:00,715d6a51-ec0d-4037-987e-1cf8a3105e07,725,0
43872,1,757,356.898,1,2011-07-01 00:00:00,3ec3b30e-ad12-41df-baad-60bb38000627,732,0
43872,1,758,178.5808,1,2011-07-01 00:00:00,05524872-301c-45a0-b2f5-4213b6a40a3c,738,0
43872,1,759,2146.962,1,2011-07-01 00:00:00,67f79705-594d-41af-aeae-43aa191092f7,753,0
43872,2,760,874.794,1,2011-07-01 00:00:00,654b1987-0100-4d87-b5be-5bf18f7b28bf,754,0
43872,1,761,874.794,1,2011-07-01 00:00:00,b012fd3b-5345-412f-9ead-e223c2db63c8,755,0
43872,4,762,28.8404,1,2011-07-01 00:00:00,fd4eb8fc-ca4e-49b0-a2d8-f34cb30ed2eb,716,0
43872,1,763,419.4589,1,2011-07-01 00:00:00,cec71c06-56a0-4dec-a57c-4d9cd9728db5,760,0
43872,4,764,5.1865,1,2011-07-01 00:00:00,175ab5be-7bc0-410b-9edc-cfbd761bbbbc,712,0
43873,6,765,419.4589,1,2011-07-01 00:00:00,13705979-0b64-41cb-a9d6-e6cb2c3327db,770,0
43873,2,766,419.4589,1,2011-07-01 00:00:00,2bcbae4b-16ec-4ad4-89bd-169295898463,764,0
43873,2,767,2146.962,1,2011-07-01 00:00:00,8cdd37d2-e2c7-4426-b247-d375e267fc33,749,0
43873,5,768,183.9382,1,2011-07-01 00:00:00,ad2f863b-4048-4dba-9e96-bcc9aba5a4fe,726,0
43873,5,769,183.9382,1,2011-07-01 00:00:00,70dbdf9b-14cf-4255-a94c-d61e3c3a7c00,729,0
43873,1,770,874.794,1,2011-07-01 00:00:00,6b7c904d-ff6c-4325-ba90-146c64e20829,755,0
43873,1,771,178.5808,1,2011-07-01 00:00:00,1e8015c8-c0cc-490a-becb-30c933362199,738,0
43873,3,772,419.4589,1,2011-07-01 00:00:00,b19de805-c52f-42db-883a-13b465524684,766,0
43873,3,773,178.5808,1,2011-07-01 00:00:00,bf50b9e3-1337-4905-a70f-f7317844b794,722,0
43873,5,774,874.794,1,2011-07-01 00:00:00,d60c73ed-1fe4-4fd7-a68b-a29403c1501f,758,0
43873,5,775,419.4589,1,2011-07-01 00:00:00,f8ea88df-ce5e-46f0-8f82-4f20d191d0bb,760,0
43873,3,776,356.898,1,2011-07-01 00:00:00,e77342cf-f260-4a12-bfba-f75866c54aba,733,0
43873,2,777,419.4589,1,2011-07-01 00:00:00,dfc545de-cde4-4250-9a60-9cfb0b01db69,768,0
43873,1,778,874.794,1,2011-07-01 00:00:00,c8440a55-1fde-464e-b88f-30d431e944b3,756,0
43873,5,779,20.1865,1,2011-07-01 00:00:00,75353f1b-16e5-4373-bdb0-1384707af8f3,707,0
43873,1,780,419.4589,1,2011-07-01 00:00:00,9fe88865-3c66-4635-b444-fcd0785c12c0,765,0
43873,2,781,20.1865,1,2011-07-01 00:00:00,f9842d95-7843-47ed-a648-d5e4d08c9501,711,0
43873,6,782,874.794,1,2011-07-01 00:00:00,aad572e4-c443-4550-807f-973ba227a21d,754,0
43873,3,783,183.9382,1,2011-07-01 00:00:00,27618f9d-e9cc-4648-a0ce-bd59befa0175,730,0
43873,6,784,419.4589,1,2011-07-01 00:00:00,b0cc42f6-4b00-477e-a597-daab45417fcd,761,0
43873,5,785,419.4589,1,2011-07-01 00:00:00,e6bd1fc8-d2b7-4aae-93c6-0406e36ba805,763,0
43873,1,786,28.8404,1,2011-07-01 00:00:00,edce57c2-a006-4fbc-9915-ddcb84b557c7,716,0
43873,5,787,28.8404,1,2011-07-01 00:00:00,42be3234-d31c-4e5a-90a8-f01d76394712,715,0
43873,1,788,28.8404,1,2011-07-01 00:00:00,97f6db91-c669-44b5-bf9c-9f4fa7beb610,714,0
43873,4,789,419.4589,1,2011-07-01 00:00:00,abb35931-f802-43d1-86d4-8dc94f774431,762,0
43873,2,790,183.9382,1,2011-07-01 00:00:00,c616acd8-a8d6-410c-b2ba-073479ab9368,725,0
43873,2,791,2146.962,1,2011-07-01 00:00:00,f82cb5d0-db7e-4e4b-b997-727c17d03c97,753,0
43873,6,792,356.898,1,2011-07-01 00:00:00,de3a2b8d-b881-4268-84aa-27e7fecce353,732,0
43874,1,793,419.4589,1,2011-07-01 00:00:00,64d961f2-3dd3-4cc9-a45b-ada71c1be447,763,0
43875,6,794,2024.994,1,2011-07-01 00:00:00,e9e6b048-930a-43c0-826d-347a1f29c7cc,778,0
43875,2,795,714.7043,1,2011-07-01 00:00:00,01f75c54-1025-4bfe-b30e-87c228590eeb,747,0
43875,1,796,818.7,1,2011-07-01 00:00:00,0c54ae43-039a-4347-b89c-e5eead2877c1,741,0
43875,2,797,5.7,1,2011-07-01 00:00:00,a3cb1867-5b04-4926-96c5-44d60d1945ea,709,0
43875,2,798,28.8404,1,2011-07-01 00:00:00,5637b8f8-a5af-4622-8520-bf8f5a0705f5,715,0
43875,7,799,2039.994,1,2011-07-01 00:00:00,034381a8-8597-41a8-8a33-fe5dc06c6794,774,0
43875,6,800,2039.994,1,2011-07-01 00:00:00,7c05b8fa-8c4e-433d-a931-12217ceec534,771,0
43875,2,801,20.1865,1,2011-07-01 00:00:00,33a88796-ae11-453f-bc7b-926933e294d7,707,0
43875,5,802,722.5949,1,2011-07-01 00:00:00,579799e7-845e-40b8-85b3-062da96537ad,748,0
43875,12,803,1971.9942,2,2011-07-01 00:00:00,b8a964d9-3be7-4d6e-a329-5553e9b5b241,773,0.02
43875,1,804,809.76,1,2011-07-01 00:00:00,4f998b36-7612-4539-8d82-34170ecd0e28,745,0
43875,13,805,1957.4942,2,2011-07-01 00:00:00,367f8625-38f7-4480-b3c8-68ae608ac8c2,775,0.02
43875,2,806,2039.994,1,2011-07-01 00:00:00,635dcd4d-e18d-450f-a443-87805c5ab237,772,0
43875,8,807,2024.994,1,2011-07-01 00:00:00,b1d4c540-8513-42c0-b8e5-dcfa0f812096,776,0
43875,2,808,714.7043,1,2011-07-01 00:00:00,91f3a9db-5b0d-4acc-9792-be8d7dc298f9,743,0
43875,2,809,5.1865,1,2011-07-01 00:00:00,95489643-97d0-47b4-9464-11166be30025,712,0
43875,2,810,2024.994,1,2011-07-01 00:00:00,08db0ee4-401b-4d53-8fd6-d93945ba6a6f,777,0
43875,3,811,28.8404,1,2011-07-01 00:00:00,23398d96-2c79-4794-8aaf-58f6e78d479f,716,0
43875,5,812,20.1865,1,2011-07-01 00:00:00,1f87532b-b421-409f-8dc2-911bc68a5597,708,0
43875,3,813,722.5949,1,2011-07-01 00:00:00,14cb3b75-2cda-46b8-a83d-3847d9296509,742,0
43875,2,814,28.8404,1,2011-07-01 00:00:00,8a960b09-2bc1-4809-89ad-91b52613b45b,714,0
43876,2,815,419.4589,1,2011-07-01 00:00:00,c2678621-d982-4eb5-ad77-b354f6e844dc,762,0
43876,1,816,874.794,1,2011-07-01 00:00:00,738f1045-5fb9-48c2-91f0-7f06ff6b19c3,758,0
43876,3,817,419.4589,1,2011-07-01 00:00:00,90e1d6ba-3051-4488-a6a7-e4133c6c56b4,763,0
43876,2,818,874.794,1,2011-07-01 00:00:00,6d9670ec-dab4-4dd7-a6e3-1f05ae31f673,754,0
43876,2,819,183.9382,1,2011-07-01 00:00:00,80a05976-7dfe-44ad-a4b9-01421e821fd6,725,0
43876,2,820,419.4589,1,2011-07-01 00:00:00,2d457f2b-ffea-4640-bb0e-cbc0185810e4,761,0
43876,2,821,419.4589,1,2011-07-01 00:00:00,1809b0f2-ec94-4495-8865-5ba8a2c46739,770,0
43876,2,822,183.9382,1,2011-07-01 00:00:00,bdf4be4f-7f12-415a-98f9-81c2689dd7e9,729,0
43877,4,823,28.8404,1,2011-07-01 00:00:00,bc3bd156-fa37-45f2-89c7-fc58a12d2032,715,0
43877,2,824,20.1865,1,2011-07-01 00:00:00,c68bf92c-2483-4b92-a68b-52e5828e8d7f,708,0
43877,5,825,5.7,1,2011-07-01 00:00:00,3d6c30b2-e174-41e7-856f-7764a598f6f1,709,0
43877,3,826,2039.994,1,2011-07-01 00:00:00,5ed01df6-c799-40fb-a09b-5b814cd2b64e,771,0
43877,2,827,2024.994,1,2011-07-01 00:00:00,bf6ce36c-e51c-45ad-a36b-cb2b0d80bceb,775,0
43877,4,828,2039.994,1,2011-07-01 00:00:00,eb5b5da8-54e4-47d5-887e-06b1b4f30389,774,0
43877,1,829,2024.994,1,2011-07-01 00:00:00,41ce7765-8fab-4ae6-817e-077613f8242f,778,0
43877,1,830,28.8404,1,2011-07-01 00:00:00,d7df6265-9bd4-476e-86c1-516ba07acd2c,716,0
43877,1,831,20.1865,1,2011-07-01 00:00:00,40112611-af3b-4430-80b8-c3d663bd260d,711,0
43877,2,832,20.1865,1,2011-07-01 00:00:00,35e74084-6a34-4c28-8b37-edb93bf17d82,707,0
43878,1,833,2039.994,1,2011-07-01 00:00:00,babebdd6-2f40-4ca5-aca1-fb250c7712e6,772,0
43878,1,834,2039.994,1,2011-07-01 00:00:00,e8656aee-5023-47bd-b39e-48f31060c7ba,771,0
43879,3,835,419.4589,1,2011-07-01 00:00:00,37d107c9-b1e5-4673-ae6e-a01298665f97,762,0
43879,2,836,419.4589,1,2011-07-01 00:00:00,76a572e7-d9f2-470d-ada6-ed5bedd13028,763,0
43879,3,837,419.4589,1,2011-07-01 00:00:00,4b4e4409-2565-4cb3-a4e0-a2873bca7299,760,0
43879,2,838,419.4589,1,2011-07-01 00:00:00,b9c95d49-37c9-4e43-818b-ff6141487cbe,764,0
43879,2,839,28.8404,1,2011-07-01 00:00:00,a8af0b34-e0e1-479c-8972-ff6541d0c364,715,0
43879,4,840,183.9382,1,2011-07-01 00:00:00,004e27af-072e-4b4e-acf5-61c8350fceea,725,0
43879,4,841,28.8404,1,2011-07-01 00:00:00,bef9e5cd-cfe9-4f71-ad86-d41b5247f879,714,0
43879,4,842,419.4589,1,2011-07-01 00:00:00,1326b8b1-4044-4d98-9246-ff90c5246ab1,770,0
43879,3,843,183.9382,1,2011-07-01 00:00:00,1e9dc3f2-7437-405a-b161-c0b1ea24a36d,730,0
43879,2,844,874.794,1,2011-07-01 00:00:00,96cf3fe7-2a2f-4dd4-8bb2-eba00b27cb55,754,0
43879,2,845,183.9382,1,2011-07-01 00:00:00,2951ac85-0c57-4eec-9cd1-8bcfe288e119,726,0
43879,1,846,28.8404,1,2011-07-01 00:00:00,e251ecfd-96f1-4e8c-b89e-b59ad6c27f13,716,0
43879,2,847,419.4589,1,2011-07-01 00:00:00,51539289-5e13-4b05-bdf1-5ffc2b523a72,766,0
43879,3,848,419.4589,1,2011-07-01 00:00:00,6c7219e8-6b29-4206-8291-cbae4c05ee21,765,0
43879,3,849,183.9382,1,2011-07-01 00:00:00,5f74a421-1a41-4963-bf21-dd161a18d8ce,729,0
43879,1,850,419.4589,1,2011-07-01 00:00:00,e8d16315-3f32-4b24-9049-18b4e2c8d206,768,0
43879,5,851,20.1865,1,2011-07-01 00:00:00,af61061b-be43-4cdf-8687-001a06c9d764,708,0
43879,3,852,874.794,1,2011-07-01 00:00:00,6efee584-2508-415a-96bd-14a7db88bcf9,758,0
43879,1,853,874.794,1,2011-07-01 00:00:00,302fc55a-84a5-4f4a-9e4a-762800b6c0c5,756,0
43879,3,854,178.5808,1,2011-07-01 00:00:00,85f907a8-f3e9-4161-92f4-3de3a30a8a32,738,0
43879,2,855,874.794,1,2011-07-01 00:00:00,03a21af9-cecf-4a81-872b-421eb844883b,755,0
43879,4,856,20.1865,1,2011-07-01 00:00:00,21662f3d-5132-4b42-bb42-10b316f40298,707,0
43879,5,857,20.1865,1,2011-07-01 00:00:00,a060d02c-4450-4521-857d-0f6114225e18,711,0
43879,5,858,178.5808,1,2011-07-01 00:00:00,36a62a82-3ab7-4db0-9a56-c6ef64283acb,722,0
43879,1,859,2146.962,1,2011-07-01 00:00:00,2d62ef29-582b-404e-bf49-eddd1ce208f4,753,0
43879,13,860,5.0136,2,2011-07-01 00:00:00,49c04411-078c-452c-9636-9b57f279baa9,712,0.02
43880,3,861,419.4589,1,2011-07-01 00:00:00,8b0aceca-bd5f-43ed-bb74-1b3bd3cb1f41,760,0
43880,2,862,874.794,1,2011-07-01 00:00:00,abfc97a8-559b-44d3-9d12-e77d89e1b771,755,0
43880,3,863,419.4589,1,2011-07-01 00:00:00,6fca9b3c-1489-41b0-8394-6b10bc8213f9,762,0
43880,3,864,419.4589,1,2011-07-01 00:00:00,5dfa6862-098d-4330-b869-3a4a6438e05b,770,0
43880,1,865,419.4589,1,2011-07-01 00:00:00,3de510de-69f6-40f3-ab9b-e5cd2a26b68d,766,0
43880,1,866,178.5808,1,2011-07-01 00:00:00,709a258b-339e-4d04-b832-4a74d1c654cc,738,0
43880,1,867,356.898,1,2011-07-01 00:00:00,f4499d70-cb82-44a4-b346-5e79bfec16bd,732,0
43880,2,868,2146.962,1,2011-07-01 00:00:00,260cb5c3-29c1-408b-aebd-ec33b90a25d1,753,0
43880,2,869,874.794,1,2011-07-01 00:00:00,bcb4a807-0f84-4b16-b688-8d621263a6e9,756,0
43880,2,870,183.9382,1,2011-07-01 00:00:00,1008eaa3-fe72-4e70-916b-2fb7752ab863,725,0
43880,2,871,874.794,1,2011-07-01 00:00:00,1f2151b9-42a7-4cc9-b062-05c98076d100,758,0
43880,1,872,419.4589,1,2011-07-01 00:00:00,1a976be6-f32d-40c9-9bc5-b79c0eec33c6,764,0
43880,1,873,419.4589,1,2011-07-01 00:00:00,d248b19c-c2a7-41a3-862f-92ee23ac80fc,768,0
43881,2,874,2024.994,1,2011-07-01 00:00:00,6d2460de-d4a8-40a3-94e6-a60c1b8806da,776,0
43881,2,875,2024.994,1,2011-07-01 00:00:00,132331a0-3279-4af4-b786-38e5535386c1,778,0
43881,5,876,2039.994,1,2011-07-01 00:00:00,903bc1ea-fc6e-4a23-b4a8-5d4611f5e432,772,0
43881,3,877,2039.994,1,2011-07-01 00:00:00,8564b6ad-01b1-4067-9809-dbab3b6e7907,774,0
43881,3,878,2024.994,1,2011-07-01 00:00:00,73f48181-1468-48d7-b7b0-37376a3a2bbb,777,0
43881,2,879,28.8404,1,2011-07-01 00:00:00,d9c7d2bb-6474-4df0-83d9-47756cf92a14,714,0
43881,4,880,2039.994,1,2011-07-01 00:00:00,45ccd34e-0a7c-4214-88c8-5a98a4399650,773,0
43881,21,881,5.225,3,2011-07-01 00:00:00,71b62546-e7d8-4e56-b7b1-d42e0e2622f0,709,0.05
43882,1,882,2024.994,1,2011-07-01 00:00:00,fae505ea-2851-4c4d-9535-701983132b02,778,0
43883,2,883,183.9382,1,2011-07-01 00:00:00,d7b2eefb-bbf5-4095-8202-10f427545728,726,0
43883,1,884,356.898,1,2011-07-01 00:00:00,e848b3dc-b668-4767-aba4-9f32d2ebd5a6,732,0
43883,2,885,419.4589,1,2011-07-01 00:00:00,91ed9c14-cf90-4d8b-a041-ffd367ee6e6e,763,0
43883,1,886,419.4589,1,2011-07-01 00:00:00,27be07be-a1ef-498f-959c-595fd15f6a43,768,0
43883,2,887,419.4589,1,2011-07-01 00:00:00,a0932acd-7a3d-4a7e-83d6-c866ae29b996,770,0
43883,2,888,5.1865,1,2011-07-01 00:00:00,2bb36e79-c877-4f36-834c-fa5ac1c22108,712,0
43883,2,889,419.4589,1,2011-07-01 00:00:00,10d9faa3-f072-4d07-8435-4c632bb12c25,760,0
43883,1,890,178.5808,1,2011-07-01 00:00:00,c3b8f0c2-a762-45e7-91c5-7660cdda2f68,722,0
43883,1,891,183.9382,1,2011-07-01 00:00:00,3ef1e55a-23a3-4688-8ff2-0b200267efaf,725,0
43883,3,892,178.5808,1,2011-07-01 00:00:00,f288d0de-d596-49fb-9779-823264d34eb2,738,0
43883,1,893,2146.962,1,2011-07-01 00:00:00,48874989-3516-4ff8-9658-b8248f527cd4,749,0
43883,3,894,419.4589,1,2011-07-01 00:00:00,c33a2360-58d6-431c-96d7-4e02fcdbd14b,762,0
43883,3,895,874.794,1,2011-07-01 00:00:00,85041fea-b2ef-44c5-9927-e73c49769e3e,758,0
43883,2,896,874.794,1,2011-07-01 00:00:00,32d9b4ca-ca58-45fb-9dcd-289d4cca2b4c,754,0
43883,2,897,419.4589,1,2011-07-01 00:00:00,d1ff2c2e-e016-4f99-96db-3041eaf4bc11,761,0
43883,2,898,2146.962,1,2011-07-01 00:00:00,f98231b4-114f-4d37-996c-4c69c7e6b7d4,753,0
43883,2,899,419.4589,1,2011-07-01 00:00:00,91a25362-4836-4c88-be2a-1625f020534f,765,0
43884,3,900,714.7043,1,2011-07-01 00:00:00,ad584ce1-1f7d-4c66-b057-b5aa413d7d6d,747,0
